app/out/app.elf:1a003af0 000000a4 t uartProcessIRQ
app/out/app.elf:10003b00 00000004 b rxIsrCallbackUART0
app/out/app.elf:10003b04 00000004 b rxIsrCallbackUART2
app/out/app.elf:10003b08 00000004 b rxIsrCallbackUART3
app/out/app.elf:10003b0c 00000004 b txIsrCallbackUART0
app/out/app.elf:10003b10 00000004 b txIsrCallbackUART2
app/out/app.elf:10003b14 00000004 b txIsrCallbackUART3
app/out/app.elf:1a005b50 00000048 t lpcUarts
app/out/app.elf:1000031c 00000004 b heap_end.5778
app/out/app.elf:1a000cbc 0000002c t prvHeapInit
app/out/app.elf:10000320 00002800 b ucHeap
app/out/app.elf:10002b20 00000008 b xEnd
app/out/app.elf:10002b28 00000004 b xHeapHasBeenInitialised.11449
app/out/app.elf:10002b2c 00000008 b xStart
app/out/app.elf:100000a8 00000004 d xFreeBytesRemaining
app/out/app.elf:1a000dec 00000012 t prvGetDisinheritPriorityAfterTimeout
app/out/app.elf:1a000dfe 0000001e t prvIsQueueFull
app/out/app.elf:1a000e1c 0000001a t prvIsQueueEmpty
app/out/app.elf:1a000e36 00000076 t prvCopyDataToQueue
app/out/app.elf:1a000eac 00000024 t prvCopyDataFromQueue
app/out/app.elf:1a000ed0 0000006e t prvUnlockQueue
app/out/app.elf:1a000fc4 00000022 t prvInitialiseNewQueue
app/out/app.elf:1a001240 00000018 t prvInitialiseMutex
app/out/app.elf:10002b34 00000168 b uxIdleTaskStack.10728
app/out/app.elf:10002c9c 00000b40 b uxTimerTaskStack.10735
app/out/app.elf:100037dc 00000060 b xIdleTaskTCB.10727
app/out/app.elf:1000383c 00000060 b xTimerTaskTCB.10734
app/out/app.elf:1a001770 00000014 t prvTaskCheckFreeStackSpace
app/out/app.elf:1a001784 0000002c t prvResetNextTaskUnblockTime
app/out/app.elf:1a0017b0 00000092 t prvInitialiseNewTask
app/out/app.elf:1a001844 00000068 t prvInitialiseTaskLists
app/out/app.elf:1a0018ac 000000ac t prvAddNewTaskToReadyList
app/out/app.elf:1a001958 00000038 t prvDeleteTCB
app/out/app.elf:1a001990 0000004c t prvCheckTasksWaitingTermination
app/out/app.elf:1a0019dc 00000028 t prvIdleTask
app/out/app.elf:1a001a04 00000098 t prvAddCurrentTaskToDelayedList
app/out/app.elf:100038a0 00000004 b pxDelayedTaskList
app/out/app.elf:100038a4 00000004 b pxOverflowDelayedTaskList
app/out/app.elf:100038a8 0000008c b pxReadyTasksLists
app/out/app.elf:10003934 00000004 b uxCurrentNumberOfTasks
app/out/app.elf:10003938 00000004 b uxDeletedTasksWaitingCleanUp
app/out/app.elf:1000393c 00000004 b uxPendedTicks
app/out/app.elf:10003940 00000004 b uxSchedulerSuspended
app/out/app.elf:10003944 00000004 b uxTaskNumber
app/out/app.elf:10003948 00000004 b uxTopReadyPriority
app/out/app.elf:1000394c 00000014 b xDelayedTaskList1
app/out/app.elf:10003960 00000014 b xDelayedTaskList2
app/out/app.elf:10003974 00000004 b xNextTaskUnblockTime
app/out/app.elf:10003978 00000004 b xNumOfOverflows
app/out/app.elf:1000397c 00000014 b xPendingReadyList
app/out/app.elf:10003990 00000004 b xSchedulerRunning
app/out/app.elf:10003994 00000014 b xSuspendedTaskList
app/out/app.elf:100039a8 00000014 b xTasksWaitingTermination
app/out/app.elf:100039bc 00000004 b xTickCount
app/out/app.elf:100039c0 00000004 b xYieldPending
app/out/app.elf:1a002524 00000020 t prvGetNextExpireTime
app/out/app.elf:1a002544 00000048 t prvInsertTimerInActiveList
app/out/app.elf:1a00258c 00000070 t prvCheckForValidListAndQueue
app/out/app.elf:1a0025fc 00000040 t prvInitialiseNewTimer
app/out/app.elf:1a0029cc 00000016 t prvTimerTask
app/out/app.elf:1a002758 00000078 t prvSwitchTimerLists
app/out/app.elf:1a0027d0 0000002c t prvSampleTimeNow
app/out/app.elf:1a0027fc 00000060 t prvProcessExpiredTimer
app/out/app.elf:1a00285c 00000074 t prvProcessTimerOrBlockTask
app/out/app.elf:1a0028d0 000000fc t prvProcessReceivedCommands
app/out/app.elf:100039c4 00000004 b pxCurrentTimerList
app/out/app.elf:100039c8 00000004 b pxOverflowTimerList
app/out/app.elf:100039cc 000000a0 b ucStaticTimerQueueStorage.11828
app/out/app.elf:10003a6c 00000014 b xActiveTimerList1
app/out/app.elf:10003a80 00000014 b xActiveTimerList2
app/out/app.elf:10003a94 00000004 b xLastTime.11777
app/out/app.elf:10003a98 00000050 b xStaticTimerQueue.11827
